chart_name,bench_name,bench_detail,prod_id,prod_name,prod_detail,vga_vendor,vga_clock_mhz,vga_mem_gb,vga_n_gpus,vga_overclock,vga_multi,vga_emul,score
"All 2015 VGA Charts","13 Tomb Raider 2160p","3840 x 2160","7226","AMD FirePro W8100 8GB","W8100, 8 GB GDDR5, 824 MHz","AMD",824,8,1,0,0,0,53.3
"All 2015 VGA Charts","13 Tomb Raider 2160p","3840 x 2160","7340","Gigabyte GeForce GTX 770 Windforce OC 2GB  Rev. 2.0","GTX 770, 2GB GDDR5, 1137 MHz ","Gigabyte",1137,2,1,0,0,0,53.2
"All 2015 VGA Charts","13 Tomb Raider 2160p","3840 x 2160","7339","Gigabyte GeForce GTX 770 Windforce OC 2GB  Rev. 1.0","GTX 770, 2GB GDDR5, 1137 MHz ","Gigabyte",1137,2,1,0,0,0,53.2
"All 2015 VGA Charts","13 Tomb Raider 2160p","3840 x 2160","7243","Nvidia GeForce GTX 770 2GB Reference","GTX 770, 2GB GDDR5, 1046 MHz ","Nvidia",1046,2,1,0,0,0,50.5
"All 2015 VGA Charts","13 Tomb Raider 2160p","3840 x 2160","7288","Sapphire Radeon R9 280X Toxic 3GB","R9 280X, 3GB GDDR5,  1150 MHz","Sapphire",1150,3,1,0,0,0,49.6
"All 2015 VGA Charts","13 Tomb Raider 2160p","3840 x 2160","7286","Gigabyte Radeon R9 280X Windforce OC 3GB","R9 280X, 3GB GDDR5,  1100 MHz","Gigabyte",1100,3,1,0,0,0,49.2
"All 2015 VGA Charts","13 Tomb Raider 2160p","3840 x 2160","7285","CLUB3D Radeon R9 280X Royalking OC 3GB","R9 280X, 3GB GDDR5,  1100 MHz","CLUB3D",1100,3,1,0,0,0,49
"All 2015 VGA Charts","13 Tomb Raider 2160p","3840 x 2160","7281","Sapphire Radeon R9 280X VaporX Tri-X 3GB","R9 280X, 3GB GDDR5,  1100 MHz","Sapphire",1100,3,1,0,0,0,48.9
"All 2015 VGA Charts","13 Tomb Raider 2160p","3840 x 2160","7284","Asus Radeon R9 280X DirectCU II 3GB","R9 280X, 3GB GDDR5,  1070 MHz","Asus",1070,3,1,0,0,0,48.3
"All 2015 VGA Charts","13 Tomb Raider 2160p","3840 x 2160","7282","Sapphire Radeon R9 280X VaporX 3GB","R9 280X, 3GB GDDR5,  1070 MHz","Sapphire",1070,3,1,0,0,0,48.3
"All 2015 VGA Charts","13 Tomb Raider 2160p","3840 x 2160","7287","HIS null","R9 280X, 3GB GDDR5,  1050 MHz","HIS",1050,3,1,0,0,0,47.5
"All 2015 VGA Charts","13 Tomb Raider 2160p","3840 x 2160","7283","MSI Radeon R9 280X Gaming OC 3GB","R9 280X, 3GB GDDR5,  1050 MHz","MSI",1050,3,1,0,0,0,47.4
"All 2015 VGA Charts","13 Tomb Raider 2160p","3840 x 2160","7250","Nvidia GeForce GTX 680 2GB Reference","GTX 680, 2GB GDDR5, 1006 MHz ","Nvidia",1006,2,1,0,0,0,47.3
"All 2015 VGA Charts","13 Tomb Raider 2160p","3840 x 2160","7203","AMD Radeon R9 280X Reference 3GB","R9 280X, 3GB GDDR5,  1000 MHz","AMD",1000,3,1,0,0,0,45.4
"All 2015 VGA Charts","13 Tomb Raider 2160p","3840 x 2160","7312","HIS Radeon HD 7970 IceQ Turbo Boost Clock 3GB","HD 7970, 3GB GDDR5,  1050 MHz","HIS",1050,3,1,0,0,0,45.2
"All 2015 VGA Charts","13 Tomb Raider 2160p","3840 x 2160","7215","AMD Radeon HD 7970 GHz Edition Reference 3GB","HD 7970 XT2, 3GB GDDR5,  1050 MHz","AMD",1050,3,1,0,0,0,45
"All 2015 VGA Charts","13 Tomb Raider 2160p","3840 x 2160","7214","AMD Radeon HD 7970 Reference 3GB","HD 7950, 3GB GDDR5, 925 MHz","AMD",925,3,1,0,0,0,44.2
"All 2015 VGA Charts","13 Tomb Raider 2160p","3840 x 2160","7212","AMD FirePro W9000 6GB","W9000, 6GB GDDR5, 975 MHz","AMD",975,6,1,0,0,0,44.1
"All 2015 VGA Charts","13 Tomb Raider 2160p","3840 x 2160","7381","Gigabyte GeForce GTX 960 Windforce OC 2GB (BIOS F1)","GTX 960, 2GB GDDR5, 1216 MHz+","Gigabyte",1216,2,1,1,0,0,42.2
"All 2015 VGA Charts","13 Tomb Raider 2160p","3840 x 2160","7374","Palit GeForce GTX 960 SuperJetstream 2GB","GTX 960, 2GB GDDR5, 1279 MHz+","Palit",1279,2,1,1,0,0,42
"All 2015 VGA Charts","13 Tomb Raider 2160p","3840 x 2160","7371","Gigabyte GeForce GTX 960 Gaming G1 2GB (BIOS F2)","GTX 960, 2GB GDDR5, 1241 MHz+","Gigabyte",1241,2,1,1,0,0,42
"All 2015 VGA Charts","13 Tomb Raider 2160p","3840 x 2160","7376","Inno3D GeForce GTX 960 iChill 2GB","GTX 960, 2GB GDDR5, 1329 MHz+","Inno3D",1329,2,1,1,0,0,41.9
"All 2015 VGA Charts","13 Tomb Raider 2160p","3840 x 2160","7372","Asus GeForce GTX 960 Strix DirectCU II OC 2GB","GTX 960, 2GB GDDR5, 1253 MHz+","Asus",1253,2,1,1,0,0,41.6
"All 2015 VGA Charts","13 Tomb Raider 2160p","3840 x 2160","7373","Gainward GeForce GTX 960 Phantom OC 2GB","GTX 960, 2GB GDDR5, 1279 MHz+","Gainward",1279,2,1,1,0,0,41.3
"All 2015 VGA Charts","13 Tomb Raider 2160p","3840 x 2160","7370","Gigabyte GeForce GTX 960 Windforce OC 2GB","GTX 960, 2GB GDDR5, 1216 MHz+","Gigabyte",1216,2,1,1,0,0,41
"All 2015 VGA Charts","13 Tomb Raider 2160p","3840 x 2160","7382","Gigabyte GeForce GTX 960 Gaming G1 2GB ","GTX 960, 2GB GDDR5, 1241 MHz+","Gigabyte",1241,2,1,1,0,0,41
"All 2015 VGA Charts","13 Tomb Raider 2160p","3840 x 2160","7249","Nvidia GeForce GTX 670 2GB Reference","GTX 670, 2GB GDDR5, 915 Mhz ","Nvidia",915,2,1,0,0,0,40.9
"All 2015 VGA Charts","13 Tomb Raider 2160p","3840 x 2160","7377","KFA2 GeForce GTX 960 EX OC 2GB","GTX 960, 2GB GDDR5, 1203 MHz+","KFA2",1203,2,1,1,0,0,40.7
"All 2015 VGA Charts","13 Tomb Raider 2160p","3840 x 2160","7302","Gigabyte Radeon R9 285 Windforce OC 2GB Crossfire","R9 285, 2GB GDDR5, 973 MHz","Gigabyte",973,2,1,0,0,0,40.7
"All 2015 VGA Charts","13 Tomb Raider 2160p","3840 x 2160","7375","Galax GeForce GTX 960 EX OC 2GB","GTX 960, 2GB GDDR5, 1203 MHz+","Galax",1203,2,1,1,0,0,40.7
"All 2015 VGA Charts","13 Tomb Raider 2160p","3840 x 2160","7297","Gigabyte Radeon R9 285 Windforce OC 2GB","R9 285, 2GB GDDR5, 973 MHz","Gigabyte",973,2,1,0,0,0,40.7
"All 2015 VGA Charts","13 Tomb Raider 2160p","3840 x 2160","7298","Asus Radeon R9 285 StrikeX OC 2GB","R9 285, 2GB GDDR5, 954 MHz","Asus",954,2,1,0,0,0,40.5
"All 2015 VGA Charts","13 Tomb Raider 2160p","3840 x 2160","7471","Gigabyte GeForce GTX 960 OC 2GB mini","GTX 960, 2GB GDDR5, 1175 MHz+","Gigabyte",1175,2,1,1,0,0,40.5
"All 2015 VGA Charts","13 Tomb Raider 2160p","3840 x 2160","7342","Gigabyte GeForce GTX 760 Windforce 2X OC 2GB  ","GTX 760, 2GB GDDR5, 1033 Mhz ","Gigabyte",1033,2,1,0,0,0,40.4
"All 2015 VGA Charts","13 Tomb Raider 2160p","3840 x 2160","7380","HIS Radeon R9 285 IceQ X² OC 2GB","R9 285, 2GB GDDR5, 938 MHz","HIS",938,2,1,0,0,0,40.2
"All 2015 VGA Charts","13 Tomb Raider 2160p","3840 x 2160","7379","HIS Radeon R9 285 Mini IceQ X² OC 2GB","R9 285, 2GB GDDR5, 938 MHz","HIS",938,2,1,0,0,0,40.2
"All 2015 VGA Charts","13 Tomb Raider 2160p","3840 x 2160","7217","AMD Radeon HD 7950 Boost Reference 3GB","HD 7950, 3GB GDDR5, 925 MHz (*emul)","AMD",925,3,1,0,0,1,40.1
"All 2015 VGA Charts","13 Tomb Raider 2160p","3840 x 2160","7228","AMD Radeon R9 285 Reference 2GB","R9 285, 2GB GDDR5,  913 MHz (*emul)","AMD",913,2,1,0,0,1,40
"All 2015 VGA Charts","13 Tomb Raider 2160p","3840 x 2160","7378","Nvidia GeForce GTX 960 2GB","GTX 960, 2GB GDDR5, 1113 MHz+ (*emul)","Nvidia",1113,2,1,1,0,1,40
"All 2015 VGA Charts","13 Tomb Raider 2160p","3840 x 2160","7279","Asus Radeon R9 280 DirectCU II Top 3GB","R9 280X, 3GB GDDR5,  980 MHz","Asus",980,3,1,0,0,0,39.8
"All 2015 VGA Charts","13 Tomb Raider 2160p","3840 x 2160","7244","Nvidia GeForce GTX 760 2GB Reference","GTX 760, 2GB GDDR5, 980 Mhz ","Nvidia",980,2,1,0,0,0,39.7
"All 2015 VGA Charts","13 Tomb Raider 2160p","3840 x 2160","7343","PNY GeForce GTX 760 XLR8 Design 2GB ","GTX 760, 2GB GDDR5, 980 Mhz ","PNY",980,2,1,0,0,0,39.7
"All 2015 VGA Charts","13 Tomb Raider 2160p","3840 x 2160","7277","PowerColor Radeon R9 280 Royalking Top 3GB","R9 280X, 3GB GDDR5,  960 MHz","PowerColor",960,3,1,0,0,0,39.5
"All 2015 VGA Charts","13 Tomb Raider 2160p","3840 x 2160","7278","CLUB3D Radeon R9 280 Turbo Duo Top 3GB","R9 280X, 3GB GDDR5,  960 MHz","CLUB3D",960,3,1,0,0,0,39.3
"All 2015 VGA Charts","13 Tomb Raider 2160p","3840 x 2160","7276","Sapphire Radeon R9 280 Dual-X 3GB","R9 280X, 3GB GDDR5,  940 MHz","Sapphire",940,3,1,0,0,0,39.2
"All 2015 VGA Charts","13 Tomb Raider 2160p","3840 x 2160","7311","HIS Radeon HD 7950 IceQ Turbo Boost Clock 3GB","HD 7950, 3GB GDDR5,  950 MHz","HIS",950,3,1,0,0,0,39
"All 2015 VGA Charts","13 Tomb Raider 2160p","3840 x 2160","7227","AMD Radeon R9 280 Reference 3GB","R9 280, 3GB GDDR5,  933 MHz (*emul)","AMD",933,3,1,0,0,1,38.8
"All 2015 VGA Charts","13 Tomb Raider 2160p","3840 x 2160","7472","Gigabyte GeForce GTX 960 OC 2GB mini HTPC mod","GTX 960, 2GB GDDR5, 1175 MHz+","Gigabyte",1175,2,1,1,0,0,38.7
"All 2015 VGA Charts","13 Tomb Raider 2160p","3840 x 2160","7390","HIS Radeon R7 260X iCooler 2GB Crossfire","R7 260X, 2GB GDDR5,  1000 MHz Crossfire","HIS",1000,2,1,0,1,0,36.7
"All 2015 VGA Charts","13 Tomb Raider 2160p","3840 x 2160","7216","AMD Radeon HD 7950 Reference 3GB","HD 7950, 3GB GDDR5, 800 MHz","AMD",800,3,1,0,0,0,36
"All 2015 VGA Charts","13 Tomb Raider 2160p","3840 x 2160","7248","Nvidia GeForce GTX 660 Ti 2GB Reference","GTX 660 Ti, 2GB GDDR5, 915 Mhz  (*emul)","Nvidia",915,2,1,0,0,1,35.9
"All 2015 VGA Charts","13 Tomb Raider 2160p","3840 x 2160","7310","HIS Radeon HD 7870 IceQ X Turbo 2GB","HD 7870, 2GB GDDR5,  1100 MHz","HIS",1100,2,1,0,0,0,34.2
"All 2015 VGA Charts","13 Tomb Raider 2160p","3840 x 2160","7247","Nvidia Quadro K5000 4GB","Quadro K5000, 4GB GDDR5, 797 MHz ","Nvidia",797,4,1,0,0,0,33.8
"All 2015 VGA Charts","13 Tomb Raider 2160p","3840 x 2160","7301","HIS null","R9 270X, 2GB GDDR5,  1050 MHz","HIS",1050,2,1,0,0,0,33.7
"All 2015 VGA Charts","13 Tomb Raider 2160p","3840 x 2160","7204","AMD Radeon R9 270X Reference 2GB","R9 270X, 2GB GDDR5,  1050 MHz","AMD",1050,2,1,0,0,0,33.7
"All 2015 VGA Charts","13 Tomb Raider 2160p","3840 x 2160","7300","HIS null","R9 270X, 2GB GDDR5,  975 MHz ","HIS",975,2,1,0,0,0,33.2
"All 2015 VGA Charts","13 Tomb Raider 2160p","3840 x 2160","7391","HIS Radeon R7 250X  iCooler 1GB Crossfire","R7 250X, 1GB GDDR5,  1000 MHz  Crossfire","HIS",1000,1,1,0,1,0,33.1
"All 2015 VGA Charts","13 Tomb Raider 2160p","3840 x 2160","7218","AMD Radeon HD 7870 Reference 2GB","HD 7870, 2GB GDDR5,  1000 MHz","AMD",1000,2,1,0,0,0,32.9
"All 2015 VGA Charts","13 Tomb Raider 2160p","3840 x 2160","7299","HIS Radeon R9 270 iCooler Boost Clock 2GB","R9 270X, 2GB GDDR5,  925 MHz ","HIS",925,2,1,0,0,0,31.7
"All 2015 VGA Charts","13 Tomb Raider 2160p","3840 x 2160","7205","AMD Radeon R9 270 Reference 2GB","R9 270X, 2GB GDDR5,  925 MHz (*emul.)","AMD",925,2,1,0,0,0,31.6
"All 2015 VGA Charts","13 Tomb Raider 2160p","3840 x 2160","7253","Nvidia GeForce GTX 660 2GB  Reference","GTX 660, 2GB GDDR5, 980 Mhz  (*emul)","Nvidia",980,2,1,0,0,1,31.3
"All 2015 VGA Charts","13 Tomb Raider 2160p","3840 x 2160","7206","AMD Radeon R7 265 Reference 2GB","R7 265, 2GB GDDR5,  925 MHz (*emul.)","AMD",925,2,1,0,0,0,28.3
"All 2015 VGA Charts","13 Tomb Raider 2160p","3840 x 2160","7220","AMD Radeon HD 7850 Reference 2GB","HD 7850, 2GB GDDR5, 860 MHz","AMD",860,2,1,0,0,0,26.1
"All 2015 VGA Charts","13 Tomb Raider 2160p","3840 x 2160","7219","AMD Radeon HD 7850 Reference 1GB","HD 7850, 1GB GDDR5, 860 MHz (*emul)","AMD",860,1,1,0,0,1,25.7
"All 2015 VGA Charts","13 Tomb Raider 2160p","3840 x 2160","7341","Gainward GeForce GTX 750 Ti Golden Sample OC 2GB","GTX 750 Ti, 2GB GDDR5, 1202 Mhz ","Gainward",1202,2,1,0,0,0,25.6
"All 2015 VGA Charts","14 Hitman Absolution 1080p","2x AA, 1920 x 1080","7395","Gigabyte GeForce GTX 980 Gaming G1  4GB  SLI","GTX 980, 4GB GDDR5, 1228 MHz+ SLI","Gigabyte",1228,4,1,1,1,0,150.1
"All 2015 VGA Charts","14 Hitman Absolution 1080p","2x AA, 1920 x 1080","7401","Gigabyte GeForce GTX 780 Ti OC Windforce 3GB SLI","GTX 780 Ti, 3GB GDDR5, 1020 MHz+ SLI","Gigabyte",1020,3,1,1,1,0,140.9
"All 2015 VGA Charts","14 Hitman Absolution 1080p","2x AA, 1920 x 1080","7396","Gigabyte GeForce GTX 970 Gaming G1 4GB SLI","GTX 970, 4GB GDDR5, 1178 MHz+ SLI","Gigabyte",1178,4,1,1,1,0,129
"All 2015 VGA Charts","14 Hitman Absolution 1080p","2x AA, 1920 x 1080","7475","eVGA GeForce GTX Titan X 12GB Superclocked","GTX Titan X, 12 GB GDDR5. 1127 MHz+","eVGA",1127,12,1,1,0,0,126.5
"All 2015 VGA Charts","14 Hitman Absolution 1080p","2x AA, 1920 x 1080","7399","Gigabyte GeForce GTX Titan Black Windforce 6GB OC SLI","GTX Titan, 6GB GDDR5, 1056 MHz+ SLI","Gigabyte",1056,6,1,1,1,0,124.1
"All 2015 VGA Charts","14 Hitman Absolution 1080p","2x AA, 1920 x 1080","7474","Gigabyte GeForce GTX Titan X 12GB","GTX Titan X, 12 GB GDDR5. 1000 MHz+","Gigabyte",1000,12,1,1,0,0,118.5
"All 2015 VGA Charts","14 Hitman Absolution 1080p","2x AA, 1920 x 1080","7465","Nvidia GeForce GTX Titan X 12GB","GTX Titan X, 12 GB GDDR5. 1000 MHz+","Nvidia",1000,12,1,1,0,0,118.5
"All 2015 VGA Charts","14 Hitman Absolution 1080p","2x AA, 1920 x 1080","7464","Nvidia Quadro M6000","Quadro M6000, 12 GB GDDR5. 988 MHz+","Nvidia",988,12,1,1,0,0,115.8
"All 2015 VGA Charts","14 Hitman Absolution 1080p","2x AA, 1920 x 1080","7473","PNY Quadro M6000","Quadro M6000, 12 GB GDDR5. 988 MHz+","PNY",988,12,1,1,0,0,115.8
"All 2015 VGA Charts","14 Hitman Absolution 1080p","2x AA, 1920 x 1080","7400","MSI GeForce GTX 780 Lightning OC 3GB SLI","GTX 780, 3GB GDDR5, 980 MHz+ SLI","MSI",980,3,1,1,1,0,113.4
"All 2015 VGA Charts","14 Hitman Absolution 1080p","2x AA, 1920 x 1080","7364","Galax GeForce GTX 980 HOF 4GB","GTX 980, 4GB GDDR5, 1304 MHz ","Galax",1304,4,1,0,0,0,112.2
"All 2015 VGA Charts","14 Hitman Absolution 1080p","2x AA, 1920 x 1080","7387","Sapphire Radeon R9 280X VaporX Tri-X 3GB Crossfire","R9 280X, 3GB GDDR5,  1100 MHz Crossfire","Sapphire",1100,3,1,0,1,0,110.5
"All 2015 VGA Charts","14 Hitman Absolution 1080p","2x AA, 1920 x 1080","7355","Galax GeForce GTX 980 SOC G1  4GB ","GTX 980, 4GB GDDR5, 1228 MHz ","Galax",1228,4,1,0,0,0,108
"All 2015 VGA Charts","14 Hitman Absolution 1080p","2x AA, 1920 x 1080","7344","Gigabyte GeForce GTX 980 Gaming G1  4GB ","GTX 980, 4GB GDDR5, 1228 MHz ","Gigabyte",1228,4,1,0,0,0,108
"All 2015 VGA Charts","14 Hitman Absolution 1080p","2x AA, 1920 x 1080","7265","Nvidia GeForce GTX 980 4GB Reference","GTX 980, 4GB GDDR5, 1127 MHz ","Nvidia",1127,4,1,0,0,0,106.02
"All 2015 VGA Charts","14 Hitman Absolution 1080p","2x AA, 1920 x 1080","7354","Palit GeForce GTX 980 Super JetStream 4GB ","GTX 980, 4GB GDDR5, 1203 MHz ","Palit",1203,4,1,0,0,0,105.2
"All 2015 VGA Charts","14 Hitman Absolution 1080p","2x AA, 1920 x 1080","7351","Zotac GeForce GTX 980 Amp! Omega Edition 4GB ","GTX 980, 4GB GDDR5, 1203 MHz ","Zotac",1203,4,1,0,0,0,104.8
"All 2015 VGA Charts","14 Hitman Absolution 1080p","2x AA, 1920 x 1080","7363","Zotac GeForce GTX 980 Amp! Extreme Edition 4GB","GTX 980, 4GB GDDR5, 1291 MHz ","Zotac",1291,4,1,0,0,0,104.6
"All 2015 VGA Charts","14 Hitman Absolution 1080p","2x AA, 1920 x 1080","7350","MSI GeForce GTX 980 Gaming 4G 4GB","GTX 980, 4GB GDDR5, 1216 MHz ","MSI",1216,4,1,0,0,0,104.1
"All 2015 VGA Charts","14 Hitman Absolution 1080p","2x AA, 1920 x 1080","7349","Asus GeForce GTX 980 STRIX DCII OC 4GB ","GTX 980, 4GB GDDR5, 1178MHz ","Asus",1178,4,1,0,0,0,103.7
"All 2015 VGA Charts","14 Hitman Absolution 1080p","2x AA, 1920 x 1080","7328","Gigabyte GeForce GTX 780 Ti OC Windforce 3GB","GTX 780 Ti, 3GB GDDR5, 1020 MHz ","Gigabyte",1020,3,1,0,0,0,97.2
"All 2015 VGA Charts","14 Hitman Absolution 1080p","2x AA, 1920 x 1080","7368","Galax GeForce GTX 970 Hall Of Fame 4GB ","GTX 970, 4GB GDDR5, 1228 MHz ","Galax",1228,4,1,0,0,0,97.1
"All 2015 VGA Charts","14 Hitman Absolution 1080p","2x AA, 1920 x 1080","7263","Nvidia GeForce GTX Titan Black GHz Edition 6GB ","GTX Titan Black, 6GB GDDR5, 1006 MHz ","Nvidia",1006,6,1,0,0,0,96.3
"All 2015 VGA Charts","14 Hitman Absolution 1080p","2x AA, 1920 x 1080","7320","Gigabyte GeForce GTX Titan Black Windforce 6GB ","GTX Titan, 6GB GDDR5, 1006 MHz ","Gigabyte",1006,6,1,0,0,0,96.3
"All 2015 VGA Charts","14 Hitman Absolution 1080p","2x AA, 1920 x 1080","7386","HIS Radeon R9 285 IceQ X² OC 2GB Crossfire","R9 285, 2GB GDDR5, 938 MHz Crossfire","HIS",938,2,1,0,1,0,95.6
"All 2015 VGA Charts","14 Hitman Absolution 1080p","2x AA, 1920 x 1080","7397","MSI GeForce GTX 770 Twin Frozr Gaming 2GB  SLI","GTX 770, 2GB GDDR5, 1137 MHz+ SLI","MSI",1137,2,1,1,1,0,94.8
"All 2015 VGA Charts","14 Hitman Absolution 1080p","2x AA, 1920 x 1080","7362","Zotac GeForce GTX 970 Amp! Extreme Edition 4GB","GTX 970, 4GB GDDR5, 1203 MHz ","Zotac",1203,4,1,0,0,0,93.2
"All 2015 VGA Charts","14 Hitman Absolution 1080p","2x AA, 1920 x 1080","7356","Inno3D GeForce GTX 970 iChill Ultra 4GB ","GTX 970, 4GB GDDR5, 1178 MHz ","Inno3D",1178,4,1,0,0,0,93.2
"All 2015 VGA Charts","14 Hitman Absolution 1080p","2x AA, 1920 x 1080","7366","Galax Geforce GTX 970 OC (mini-ITX)","GTX 970, 4GB GDDR5, 1127 MHz ","Galax",1127,4,1,0,0,0,93.1
"All 2015 VGA Charts","14 Hitman Absolution 1080p","2x AA, 1920 x 1080","7361","MSI GeForce GTX 970 Gaming 4G 4GB","GTX 970, 4GB GDDR5, 1140 MHz ","MSI",1140,4,1,0,0,0,93
"All 2015 VGA Charts","14 Hitman Absolution 1080p","2x AA, 1920 x 1080","7477","Asus GeForce GTX 970 Strix DCII OC 4GB ","GTX 970, 4GB GDDR5, 1114 MHz+","Asus",1114,4,1,1,0,0,93
"All 2015 VGA Charts","14 Hitman Absolution 1080p","2x AA, 1920 x 1080","7251","Nvidia GeForce GTX 690 2x 2GB Reference","GTX 690, 2x 2GB GDDR5, 915 MHz ","Nvidia",915,2,2,0,0,0,92.8
"All 2015 VGA Charts","14 Hitman Absolution 1080p","2x AA, 1920 x 1080","7345","Gigabyte GeForce GTX 970 Gaming G1 OC 4GB","GTX 970, 4GB GDDR5, 1178 MHz ","Gigabyte",1178,4,1,0,0,0,92.8
"All 2015 VGA Charts","14 Hitman Absolution 1080p","2x AA, 1920 x 1080","7347","Gigabyte GeForce GTX 970 Windforce 3X 4GB","GTX 970, 4GB GDDR5, 1114 MHz ","Gigabyte",1114,4,1,0,0,0,92.6
"All 2015 VGA Charts","14 Hitman Absolution 1080p","2x AA, 1920 x 1080","7275","HIS Radeon R9 295X2 Reference 2x 4GB","R9 295X, 2x 4GB GDDR5, 1018 MHz","HIS",1018,4,2,0,0,0,92.5
"All 2015 VGA Charts","14 Hitman Absolution 1080p","2x AA, 1920 x 1080","7353","Galax GeForce GTX 970 EXOC 4GB","GTX 970, 4GB GDDR5, 1127 MHz ","Galax",1127,4,1,0,0,0,92.5
"All 2015 VGA Charts","14 Hitman Absolution 1080p","2x AA, 1920 x 1080","7352","Palit GeForce GTX 970 JetStream 4GB","GTX 970, 4GB GDDR5, 1152 MHz ","Palit",1152,4,1,0,0,0,92.5
"All 2015 VGA Charts","14 Hitman Absolution 1080p","2x AA, 1920 x 1080","7266","Nvidia GeForce GTX 970 4GB Reference","GTX 980, 4GB GDDR5, 1050 MHz  (*emul)","Nvidia",1050,4,1,0,0,1,92.3
"All 2015 VGA Charts","14 Hitman Absolution 1080p","2x AA, 1920 x 1080","7213","AMD Radeon R9 295X2 Reference 2x 4GB","R9 295X, 2x 4GB GDDR5, 1018 MHz","AMD",1018,4,2,0,0,0,92.3
"All 2015 VGA Charts","14 Hitman Absolution 1080p","2x AA, 1920 x 1080","7264","Nvidia GeForce GTX Titan Z 12GB ","GTX Titan Z, 11GB GDDR5, 706 MHz ","Nvidia",706,11,1,0,0,0,92.2
"All 2015 VGA Charts","14 Hitman Absolution 1080p","2x AA, 1920 x 1080","7225","AMD Radeon HD 7990 Reference 2x 3GB","HD 7990 2x 4GB GDDR5, 1000 MHz","AMD",1000,4,2,0,0,0,91.7
"All 2015 VGA Charts","14 Hitman Absolution 1080p","2x AA, 1920 x 1080","7476","Gigabyte Geforce GTX 970 mini OC (mini-ITX)","GTX 970, 4GB GDDR5, 1076 MHz+","Gigabyte",1076,4,1,1,0,0,91.1
"All 2015 VGA Charts","14 Hitman Absolution 1080p","2x AA, 1920 x 1080","7239","Nvidia GeForce GTX 780 Ti 3GB Reference","GTX 780 Ti, 3GB GDDR5, 876 MHz ","Nvidia",876,3,1,0,0,0,90.8
"All 2015 VGA Charts","14 Hitman Absolution 1080p","2x AA, 1920 x 1080","7272","PowerColor Radeon R9 290X2 Devil13 2x 4GB","R9 290X2, 2x 4GB GDDR5, 1000 MHz","PowerColor",1000,4,2,0,0,0,89.6
"All 2015 VGA Charts","14 Hitman Absolution 1080p","2x AA, 1920 x 1080","7321","Gigabyte GeForce GTX Titan Black Windforce 6GB OC","GTX Titan, 6GB GDDR5, 1056 MHz ","Gigabyte",1056,6,1,0,0,0,89.3
"All 2015 VGA Charts","14 Hitman Absolution 1080p","2x AA, 1920 x 1080","7240","Nvidia GeForce GTX Titan 6GB Reference","GTX Titan, 6GB GDDR5, 837 MHz ","Nvidia",837,6,1,0,0,0,88.9
"All 2015 VGA Charts","14 Hitman Absolution 1080p","2x AA, 1920 x 1080","7325","Galaxy GeForce GTX 780 Hall of Fame 3GB","GTX 780, 3GB GDDR5, 1020 MHz ","Galaxy",1020,3,1,0,0,0,88.3
"All 2015 VGA Charts","14 Hitman Absolution 1080p","2x AA, 1920 x 1080","7324","KFA2 GeForce GTX 780 Hall of Fame 3GB","GTX 780, 3GB GDDR5, 1020 MHz ","KFA2",1020,3,1,0,0,0,88.3
"All 2015 VGA Charts","14 Hitman Absolution 1080p","2x AA, 1920 x 1080","7326","Gigabyte GeForce GTX 780 Windforce GHz Edition 3GB","GTX 780, 3GB GDDR5, 1020 MHz ","Gigabyte",1020,3,1,0,0,0,88.1
"All 2015 VGA Charts","14 Hitman Absolution 1080p","2x AA, 1920 x 1080","7252","Nvidia GeForce GTX Titan Black 6GB Reference","GTX Titan Black, 6GB GDDR5, 1006 MHz ","Nvidia",1006,6,1,0,0,0,87.1
"All 2015 VGA Charts","14 Hitman Absolution 1080p","2x AA, 1920 x 1080","7478","Zotac Geforce GTX 970 (Reference Cooler)","GTX 970, 4GB GDDR5, 1050 MHz+","Zotac",1050,4,1,1,0,0,86.8
"All 2015 VGA Charts","14 Hitman Absolution 1080p","2x AA, 1920 x 1080","7367","Galax Geforce GTX 970 OC (modified 125W for HTPC)","GTX 970, 4GB GDDR5, 1050 MHz ","Galax",1050,4,1,0,0,0,86.4
"All 2015 VGA Charts","14 Hitman Absolution 1080p","2x AA, 1920 x 1080","7393","Gigabyte GeForce GTX 960 Gaming G1 2GB SLI","GTX 960, 2GB GDDR5, 1241 MHz+ SLI","Gigabyte",1241,2,1,1,1,0,82.7
"All 2015 VGA Charts","14 Hitman Absolution 1080p","2x AA, 1920 x 1080","7398","PNY GeForce GTX 760 XLR8 Design 2GB SLI","GTX 760, 2GB GDDR5, 980 Mhz+ SLI","PNY",980,2,1,1,1,0,82.4
"All 2015 VGA Charts","14 Hitman Absolution 1080p","2x AA, 1920 x 1080","7331","Gigabyte GeForce GTX 780 OC Windforce 3GB Rev. 02","GTX 780, 3GB GDDR5, 1006 MHz ","Gigabyte",1006,3,1,0,0,0,82.4
"All 2015 VGA Charts","14 Hitman Absolution 1080p","2x AA, 1920 x 1080","7329","Gigabyte GeForce GTX 780 OC Windforce 3GB Rev. 01","GTX 780, 3GB GDDR5, 1006 MHz ","Gigabyte",1006,3,1,0,0,0,82.2
"All 2015 VGA Charts","14 Hitman Absolution 1080p","2x AA, 1920 x 1080","7327","MSI GeForce GTX 780 Lightning OC 3GB","GTX 780, 3GB GDDR5, 980 MHz ","MSI",980,3,1,0,0,0,81.6
